"","English.Word","Emotion","Emotion.Intensity.Score","Spanish.Word","negativas","positivas","intensidad"
"7229","fell","sadness",0.453,"cayó",-0.453,0,-0.453
"7230","scarcity","sadness",0.453,"escasez",-0.453,0,-0.453
"7231","doldrums","sadness",0.453,"zona de las calmas ecuatoriales",-0.453,0,-0.453
"7232","vulgarity","sadness",0.453,"vulgaridad",-0.453,0,-0.453
"7233","bittersweet","sadness",0.453,"agridulce",-0.453,0,-0.453
"7234","foreclose","sadness",0.453,"anular una hipoteca",-0.453,0,-0.453
"7235","revolver","sadness",0.453,"revólver",-0.453,0,-0.453
"7236","worse","sadness",0.453,"peor",-0.453,0,-0.453
"7237","wrongly","sadness",0.453,"incorrectamente",-0.453,0,-0.453
"7238","despotism","sadness",0.453,"despotismo",-0.453,0,-0.453
"7239","lowly","sadness",0.448,"humilde",-0.448,0,-0.448
"7240","guillotine","sadness",0.446,"guillotina",-0.446,0,-0.446
"7241","lone","sadness",0.446,"solitario",-0.446,0,-0.446
"7242","encumbrance","sadness",0.441,"gravamen",-0.441,0,-0.441
"7243","annulment","sadness",0.44,"anulación",-0.44,0,-0.44
"7244","delirious","sadness",0.439,"delirante",-0.439,0,-0.439
"7245","badday","sadness",0.439,"mal día",-0.439,0,-0.439
"7246","confinement","sadness",0.439,"confinamiento",-0.439,0,-0.439
"7247","bummer","sadness",0.439,"gorrón",-0.439,0,-0.439
"7248","disagreement","sadness",0.438,"desacuerdo",-0.438,0,-0.438
"7249","emotional","sadness",0.438,"emocional",-0.438,0,-0.438
"7250","lethargy","sadness",0.438,"letargo",-0.438,0,-0.438
"7251","paucity","sadness",0.438,"escasez",-0.438,0,-0.438
"7252","sympathize","sadness",0.438,"compadecerse",-0.438,0,-0.438
"7253","apathetic","sadness",0.438,"apático",-0.438,0,-0.438
"7254","forbid","sadness",0.438,"prohibir",-0.438,0,-0.438
"7255","stigma","sadness",0.438,"estigma",-0.438,0,-0.438
"7256","departure","sadness",0.438,"partida",-0.438,0,-0.438
"7257","underpaid","sadness",0.438,"poco pagado",-0.438,0,-0.438
"7258","appendicitis","sadness",0.438,"apendicitis",-0.438,0,-0.438
"7259","futile","sadness",0.438,"fútil",-0.438,0,-0.438
"7260","imprudent","sadness",0.438,"imprudente",-0.438,0,-0.438
"7261","unattainable","sadness",0.438,"inalcanzable",-0.438,0,-0.438
"7262","pensive","sadness",0.438,"pensativo",-0.438,0,-0.438
"7263","ghetto","sadness",0.438,"ghetto",-0.438,0,-0.438
"7264","farewell","sadness",0.438,"despedida",-0.438,0,-0.438
"7265","cancellation","sadness",0.438,"cancelación",-0.438,0,-0.438
"7266","problem","sadness",0.438,"problema",-0.438,0,-0.438
"7267","disapproving","sadness",0.438,"desaprobando",-0.438,0,-0.438
"7268","absent","sadness",0.438,"ausente",-0.438,0,-0.438
"7269","animosity","sadness",0.438,"animosidad",-0.438,0,-0.438
"7270","disconnected","sadness",0.438,"desconectado",-0.438,0,-0.438
"7271","detainee","sadness",0.438,"detenido",-0.438,0,-0.438
"7272","bum","sadness",0.438,"culo",-0.438,0,-0.438
"7273","diminish","sadness",0.438,"disminuir",-0.438,0,-0.438
"7274","insolvency","sadness",0.438,"insolvencia",-0.438,0,-0.438
"7275","lunacy","sadness",0.438,"locura",-0.438,0,-0.438
"7276","rejects","sadness",0.438,"rechaza",-0.438,0,-0.438
"7277","indigent","sadness",0.438,"indigente",-0.438,0,-0.438
"7278","disapproved","sadness",0.438,"desaprobado",-0.438,0,-0.438
"7279","darkened","sadness",0.438,"oscurecido",-0.438,0,-0.438
"7280","insignificant","sadness",0.438,"insignificante",-0.438,0,-0.438
"7281","dislocated","sadness",0.438,"dislocado",-0.438,0,-0.438
"7282","fugitive","sadness",0.438,"fugitivo",-0.438,0,-0.438
"7283","abscess","sadness",0.438,"absceso",-0.438,0,-0.438
"7284","blues","sadness",0.438,"blues",-0.438,0,-0.438
"7285","coercion","sadness",0.438,"coerción",-0.438,0,-0.438
"7286","restriction","sadness",0.438,"restricción",-0.438,0,-0.438
"7287","deflate","sadness",0.438,"desinflar",-0.438,0,-0.438
"7288","bothering","sadness",0.435,"molesto",-0.435,0,-0.435
"7289","disqualified","sadness",0.435,"descalificado",-0.435,0,-0.435
"7290","tripping","sadness",0.429,"tropezando",-0.429,0,-0.429
"7291","sunk","sadness",0.426,"hundido",-0.426,0,-0.426
"7292","draining","sadness",0.424,"drenaje",-0.424,0,-0.424
"7293","retribution","sadness",0.424,"venganza",-0.424,0,-0.424
"7294","varicella","sadness",0.424,"varicela",-0.424,0,-0.424
"7295","lastday","sadness",0.424,"último día",-0.424,0,-0.424
"7296","haunted","sadness",0.422,"obsesionado",-0.422,0,-0.422
"7297","cutting","sadness",0.422,"corte",-0.422,0,-0.422
"7298","cyst","sadness",0.422,"quiste",-0.422,0,-0.422
"7299","neuralgia","sadness",0.422,"neuralgia",-0.422,0,-0.422
"7300","wrongdoing","sadness",0.422,"marcha mala",-0.422,0,-0.422
"7301","thief","sadness",0.422,"ladrón",-0.422,0,-0.422
"7302","dispassionate","sadness",0.422,"desapasionado",-0.422,0,-0.422
"7303","beggar","sadness",0.422,"mendigo",-0.422,0,-0.422
"7304","unwelcome","sadness",0.422,"molesto",-0.422,0,-0.422
"7305","rip","sadness",0.422,"rotura",-0.422,0,-0.422
"7306","deviation","sadness",0.422,"desviación",-0.422,0,-0.422
"7307","jarring","sadness",0.422,"discorde",-0.422,0,-0.422
"7308","unequal","sadness",0.422,"desigual",-0.422,0,-0.422
"7309","cardiomyopathy","sadness",0.422,"miocardiopatía",-0.422,0,-0.422
"7310","bad","sadness",0.422,"malo",-0.422,0,-0.422
"7311","scarce","sadness",0.422,"escaso",-0.422,0,-0.422
"7312","insolvent","sadness",0.422,"insolvente",-0.422,0,-0.422
"7313","falling","sadness",0.422,"descendente",-0.422,0,-0.422
"7314","handicap","sadness",0.422,"desventaja",-0.422,0,-0.422
"7315","difficulties","sadness",0.421,"dificultades",-0.421,0,-0.421
"7316","invader","sadness",0.42,"invasor",-0.42,0,-0.42
"7317","drab","sadness",0.42,"monótono",-0.42,0,-0.42
"7318","fall","sadness",0.418,"otoño",-0.418,0,-0.418
"7319","illegitimate","sadness",0.416,"ilegítimo",-0.416,0,-0.416
"7320","expel","sadness",0.414,"expulsar",-0.414,0,-0.414
"7321","meaningless","sadness",0.409,"sin sentido",-0.409,0,-0.409
"7322","darkness","sadness",0.409,"oscuridad",-0.409,0,-0.409
"7323","syncope","sadness",0.407,"síncope",-0.407,0,-0.407
"7324","wildfire","sadness",0.406,"incendio forestal",-0.406,0,-0.406
"7325","enmity","sadness",0.406,"enemistad",-0.406,0,-0.406
"7326","feudalism","sadness",0.406,"feudalismo",-0.406,0,-0.406
"7327","obnoxious","sadness",0.406,"desagradable",-0.406,0,-0.406
"7328","subjected","sadness",0.406,"sometido",-0.406,0,-0.406
"7329","confine","sadness",0.406,"confinar",-0.406,0,-0.406
"7330","fury","sadness",0.406,"furia",-0.406,0,-0.406
"7331","bitch","sadness",0.406,"perra",-0.406,0,-0.406
"7332","darken","sadness",0.406,"oscurecer",-0.406,0,-0.406
"7333","precarious","sadness",0.406,"precario",-0.406,0,-0.406
"7334","hoax","sadness",0.406,"broma",-0.406,0,-0.406
"7335","fault","sadness",0.406,"culpa",-0.406,0,-0.406
"7336","fatigued","sadness",0.406,"fatigado",-0.406,0,-0.406
"7337","stroke","sadness",0.406,"carrera",-0.406,0,-0.406
"7338","unsatisfied","sadness",0.405,"insatisfecho",-0.405,0,-0.405
"7339","spank","sadness",0.403,"azotar",-0.403,0,-0.403
"7340","sigh","sadness",0.402,"suspiro",-0.402,0,-0.402
"7341","deluge","sadness",0.402,"diluvio",-0.402,0,-0.402
"7342","spinster","sadness",0.4,"solterona",-0.4,0,-0.4
"7343","blue","sadness",0.4,"azul",-0.4,0,-0.4
"7344","owing","sadness",0.398,"debido",-0.398,0,-0.398
"7345","needalife","sadness",0.398,"vida necesaria",-0.398,0,-0.398
"7346","pointless","sadness",0.394,"inútil",-0.394,0,-0.394
"7347","embarrass","sadness",0.394,"avergonzar",-0.394,0,-0.394
"7348","pitfall","sadness",0.394,"trampa",-0.394,0,-0.394
"7349","seriousness","sadness",0.394,"gravedad",-0.394,0,-0.394
"7350","refused","sadness",0.391,"rechazado",-0.391,0,-0.391
"7351","cage","sadness",0.391,"jaula",-0.391,0,-0.391
"7352","noose","sadness",0.391,"nudo corredizo",-0.391,0,-0.391
"7353","punch","sadness",0.391,"puñetazo",-0.391,0,-0.391
"7354","stretcher","sadness",0.391,"camilla",-0.391,0,-0.391
"7355","monsoon","sadness",0.391,"monzón",-0.391,0,-0.391
"7356","condescension","sadness",0.391,"condescendencia",-0.391,0,-0.391
"7357","reproach","sadness",0.391,"reproche",-0.391,0,-0.391
"7358","trickery","sadness",0.391,"astucia",-0.391,0,-0.391
"7359","rue","sadness",0.391,"ruda",-0.391,0,-0.391
"7360","inefficient","sadness",0.391,"ineficiente",-0.391,0,-0.391
"7361","dwarfed","sadness",0.391,"enano",-0.391,0,-0.391
"7362","ravenous","sadness",0.391,"voraz",-0.391,0,-0.391
"7363","feeble","sadness",0.391,"débil",-0.391,0,-0.391
"7364","ineptitude","sadness",0.391,"ineptitud",-0.391,0,-0.391
"7365","ifonly","sadness",0.391,"si solo",-0.391,0,-0.391
"7366","brute","sadness",0.391,"bruto",-0.391,0,-0.391
"7367","exhausted","sadness",0.391,"exhausto",-0.391,0,-0.391
"7368","daemon","sadness",0.391,"demonio",-0.391,0,-0.391
"7369","debt","sadness",0.391,"deuda",-0.391,0,-0.391
"7370","banshee","sadness",0.391,"alma en pena",-0.391,0,-0.391
"7371","coldness","sadness",0.391,"frialdad",-0.391,0,-0.391
"7372","insulting","sadness",0.391,"insultante",-0.391,0,-0.391
"7373","subvert","sadness",0.384,"subvertir",-0.384,0,-0.384
"7374","jealousy","sadness",0.382,"celos",-0.382,0,-0.382
"7375","struggle","sadness",0.379,"dificil",-0.379,0,-0.379
"7376","miss","sadness",0.379,"señorita",-0.379,0,-0.379
"7377","geriatric","sadness",0.379,"geriátrico",-0.379,0,-0.379
"7378","inexcusable","sadness",0.379,"inexcusable",-0.379,0,-0.379
"7379","ashes","sadness",0.377,"cenizas",-0.377,0,-0.377
"7380","entangled","sadness",0.377,"enredado",-0.377,0,-0.377
"7381","descent","sadness",0.377,"descendencia",-0.377,0,-0.377
"7382","funk","sadness",0.375,"canguelo",-0.375,0,-0.375
"7383","wasting","sadness",0.375,"debilitante",-0.375,0,-0.375
"7384","overcast","sadness",0.375,"nublado",-0.375,0,-0.375
"7385","exhaustion","sadness",0.375,"agotamiento",-0.375,0,-0.375
"7386","inferior","sadness",0.375,"inferior",-0.375,0,-0.375
"7387","disqualify","sadness",0.375,"descalificar",-0.375,0,-0.375
"7388","sympathy","sadness",0.375,"compasión",-0.375,0,-0.375
"7389","prostitution","sadness",0.375,"prostitución",-0.375,0,-0.375
"7390","dispel","sadness",0.375,"disipar",-0.375,0,-0.375
"7391","slump","sadness",0.375,"depresión",-0.375,0,-0.375
"7392","scar","sadness",0.375,"cicatriz",-0.375,0,-0.375
"7393","goodbye","sadness",0.375,"adiós",-0.375,0,-0.375
"7394","landslide","sadness",0.375,"deslizamiento de tierra",-0.375,0,-0.375
"7395","inconsiderate","sadness",0.375,"desconsiderado",-0.375,0,-0.375
"7396","parting","sadness",0.375,"de despedida",-0.375,0,-0.375
"7397","blackness","sadness",0.375,"negrura",-0.375,0,-0.375
"7398","murky","sadness",0.375,"turbio",-0.375,0,-0.375
"7399","noncompliance","sadness",0.375,"incumplimiento",-0.375,0,-0.375
"7400","sucks","sadness",0.375,"apesta",-0.375,0,-0.375
"7401","withdraw","sadness",0.375,"retirar",-0.375,0,-0.375
"7402","rabid","sadness",0.375,"rabioso",-0.375,0,-0.375
"7403","oust","sadness",0.375,"expulsar",-0.375,0,-0.375
"7404","unattractive","sadness",0.373,"no atractivo",-0.373,0,-0.373
"7405","delay","sadness",0.373,"demora",-0.373,0,-0.373
"7406","apologize","sadness",0.37,"disculparse",-0.37,0,-0.37
"7407","crazy","sadness",0.368,"loca",-0.368,0,-0.368
"7408","bastard","sadness",0.366,"bastardo",-0.366,0,-0.366
"7409","deteriorated","sadness",0.365,"deteriorado",-0.365,0,-0.365
"7410","inter","sadness",0.364,"enterrar",-0.364,0,-0.364
"7411","empty","sadness",0.364,"vacío",-0.364,0,-0.364
"7412","mocking","sadness",0.363,"burlón",-0.363,0,-0.363
"7413","adder","sadness",0.361,"sumador",-0.361,0,-0.361
"7414","misunderstanding","sadness",0.359,"malentendido",-0.359,0,-0.359
"7415","fuss","sadness",0.359,"escándalo",-0.359,0,-0.359
"7416","plaintive","sadness",0.359,"lastimero",-0.359,0,-0.359
"7417","servile","sadness",0.359,"servil",-0.359,0,-0.359
"7418","obesity","sadness",0.359,"obesidad",-0.359,0,-0.359
"7419","disconnect","sadness",0.359,"desconectar",-0.359,0,-0.359
"7420","tremor","sadness",0.359,"temblor",-0.359,0,-0.359
"7421","flounder","sadness",0.359,"platija",-0.359,0,-0.359
"7422","defendant","sadness",0.359,"acusado",-0.359,0,-0.359
"7423","unable","sadness",0.359,"incapaz",-0.359,0,-0.359
"7424","fainting","sadness",0.359,"desmayo",-0.359,0,-0.359
"7425","unemployed","sadness",0.359,"desempleados",-0.359,0,-0.359
"7426","hunter","sadness",0.359,"cazador",-0.359,0,-0.359
"7427","idiocy","sadness",0.359,"idiotez",-0.359,0,-0.359
"7428","corse","sadness",0.359,"corso",-0.359,0,-0.359
"7429","inefficiency","sadness",0.359,"ineficacia",-0.359,0,-0.359
"7430","lockup","sadness",0.359,"cárcel",-0.359,0,-0.359
"7431","consecration","sadness",0.359,"consagración",-0.359,0,-0.359
"7432","unsuccessful","sadness",0.359,"fracasado",-0.359,0,-0.359
"7433","arraignment","sadness",0.359,"acusación",-0.359,0,-0.359
"7434","fruitless","sadness",0.359,"infructuoso",-0.359,0,-0.359
"7435","numbness","sadness",0.359,"entumecimiento",-0.359,0,-0.359
"7436","affront","sadness",0.359,"afrenta",-0.359,0,-0.359
"7437","hindering","sadness",0.359,"estorbador",-0.359,0,-0.359
"7438","austere","sadness",0.359,"austero",-0.359,0,-0.359
"7439","unpopular","sadness",0.359,"impopular",-0.359,0,-0.359
"7440","perpetrator","sadness",0.359,"autor",-0.359,0,-0.359
"7441","wrangling","sadness",0.359,"discutiendo",-0.359,0,-0.359
"7442","taunt","sadness",0.359,"pulla",-0.359,0,-0.359
"7443","doubt","sadness",0.359,"duda",-0.359,0,-0.359
"7444","unrest","sadness",0.351,"agitación",-0.351,0,-0.351
"7445","intervention","sadness",0.348,"intervención",-0.348,0,-0.348
"7446","wimpy","sadness",0.348,"debilucho",-0.348,0,-0.348
"7447","spoiler","sadness",0.348,"revelación",-0.348,0,-0.348
"7448","waste","sadness",0.348,"desperdicio",-0.348,0,-0.348
"7449","absentee","sadness",0.348,"ausente",-0.348,0,-0.348
"7450","flaw","sadness",0.347,"falla",-0.347,0,-0.347
"7451","litigate","sadness",0.344,"litigar",-0.344,0,-0.344
"7452","blindly","sadness",0.344,"a ciegas",-0.344,0,-0.344
"7453","militia","sadness",0.344,"milicia",-0.344,0,-0.344
"7454","lawsuit","sadness",0.344,"demanda judicial",-0.344,0,-0.344
"7455","uninvited","sadness",0.344,"no invitado",-0.344,0,-0.344
"7456","uninspired","sadness",0.344,"no inspirado",-0.344,0,-0.344
"7457","furrow","sadness",0.344,"surco",-0.344,0,-0.344
"7458","cumbersome","sadness",0.344,"incómodo",-0.344,0,-0.344
"7459","specter","sadness",0.344,"espectro",-0.344,0,-0.344
"7460","desert","sadness",0.344,"desierto",-0.344,0,-0.344
"7461","lagging","sadness",0.344,"rezagado",-0.344,0,-0.344
"7462","attenuation","sadness",0.344,"atenuación",-0.344,0,-0.344
"7463","forfeit","sadness",0.344,"perder",-0.344,0,-0.344
"7464","plea","sadness",0.344,"petición",-0.344,0,-0.344
"7465","thrash","sadness",0.344,"movimiento de piernas",-0.344,0,-0.344
"7466","resigned","sadness",0.344,"renunciar",-0.344,0,-0.344
"7467","detention","sadness",0.344,"detención",-0.344,0,-0.344
"7468","surgery","sadness",0.344,"cirugía",-0.344,0,-0.344
"7469","intercede","sadness",0.344,"interceder",-0.344,0,-0.344
"7470","stained","sadness",0.344,"manchado",-0.344,0,-0.344
"7471","unaccountable","sadness",0.339,"inexplicable",-0.339,0,-0.339
"7472","myopia","sadness",0.339,"miopía",-0.339,0,-0.339
"7473","mishap","sadness",0.338,"percance",-0.338,0,-0.338
"7474","probation","sadness",0.336,"libertad condicional",-0.336,0,-0.336
"7475","severance","sadness",0.333,"ruptura",-0.333,0,-0.333
"7476","disagreeing","sadness",0.333,"en desacuerdo",-0.333,0,-0.333
"7477","unacknowledged","sadness",0.328,"no reconocido",-0.328,0,-0.328
"7478","dependence","sadness",0.328,"dependencia",-0.328,0,-0.328
"7479","unacceptable","sadness",0.328,"inaceptable",-0.328,0,-0.328
"7480","leave","sadness",0.328,"abandonar",-0.328,0,-0.328
"7481","bondage","sadness",0.328,"esclavitud",-0.328,0,-0.328
"7482","bacteria","sadness",0.328,"bacterias",-0.328,0,-0.328
"7483","sterile","sadness",0.328,"estéril",-0.328,0,-0.328
"7484","adrift","sadness",0.328,"a la deriva",-0.328,0,-0.328
"7485","endless","sadness",0.328,"sin fin",-0.328,0,-0.328
"7486","incompetent","sadness",0.328,"incompetente",-0.328,0,-0.328
"7487","soreness","sadness",0.328,"dolor",-0.328,0,-0.328
"7488","nether","sadness",0.328,"inferior",-0.328,0,-0.328
"7489","nepotism","sadness",0.328,"nepotismo",-0.328,0,-0.328
"7490","squall","sadness",0.328,"chubasco",-0.328,0,-0.328
"7491","disallowed","sadness",0.328,"no permitido",-0.328,0,-0.328
"7492","scold","sadness",0.327,"regañar",-0.327,0,-0.327
"7493","flaccid","sadness",0.324,"flácido",-0.324,0,-0.324
"7494","hobo","sadness",0.323,"obrero temporal",-0.323,0,-0.323
"7495","fragile","sadness",0.319,"frágil",-0.319,0,-0.319
"7496","stingy","sadness",0.319,"tacaño",-0.319,0,-0.319
"7497","sue","sadness",0.318,"demandar",-0.318,0,-0.318
"7498","scarcely","sadness",0.318,"apenas",-0.318,0,-0.318
"7499","mistake","sadness",0.312,"error",-0.312,0,-0.312
"7500","committal","sadness",0.312,"compromiso",-0.312,0,-0.312
"7501","nonsensical","sadness",0.312,"absurdo",-0.312,0,-0.312
"7502","inhibit","sadness",0.312,"inhibir",-0.312,0,-0.312
"7503","skid","sadness",0.312,"patinar",-0.312,0,-0.312
"7504","wan","sadness",0.312,"pálido",-0.312,0,-0.312
"7505","defy","sadness",0.312,"desafiar",-0.312,0,-0.312
"7506","fatty","sadness",0.312,"graso",-0.312,0,-0.312
"7507","clouded","sadness",0.312,"nublado",-0.312,0,-0.312
"7508","ulcer","sadness",0.312,"úlcera",-0.312,0,-0.312
"7509","nostalgia","sadness",0.312,"nostalgia",-0.312,0,-0.312
"7510","evanescence","sadness",0.312,"evanescencia",-0.312,0,-0.312
"7511","hamstring","sadness",0.312,"tendón de la corva",-0.312,0,-0.312
"7512","thresh","sadness",0.312,"trillar",-0.312,0,-0.312
"7513","conceal","sadness",0.311,"encubrir",-0.311,0,-0.311
"7514","blemish","sadness",0.31,"defecto",-0.31,0,-0.31
"7515","resisting","sadness",0.309,"resistiendo",-0.309,0,-0.309
"7516","sympathetic","sadness",0.307,"simpático",-0.307,0,-0.307
"7517","bugaboo","sadness",0.304,"pesadilla",-0.304,0,-0.304
"7518","opium","sadness",0.303,"opio",-0.303,0,-0.303
"7519","confess","sadness",0.303,"confesar",-0.303,0,-0.303
"7520","alas","sadness",0.302,"pobre de mí",-0.302,0,-0.302
"7521","mislead","sadness",0.297,"engañar",-0.297,0,-0.297
"7522","suppress","sadness",0.297,"reprimir",-0.297,0,-0.297
"7523","inappropriate","sadness",0.297,"inadecuado",-0.297,0,-0.297
"7524","discontinuity","sadness",0.297,"discontinuidad",-0.297,0,-0.297
"7525","wrinkled","sadness",0.297,"arrugado",-0.297,0,-0.297
"7526","dull","sadness",0.297,"tedioso",-0.297,0,-0.297
"7527","weak","sadness",0.297,"débil",-0.297,0,-0.297
"7528","halting","sadness",0.297,"vacilante",-0.297,0,-0.297
"7529","incompatible","sadness",0.297,"incompatible",-0.297,0,-0.297
"7530","migraine","sadness",0.297,"migraña",-0.297,0,-0.297
"7531","subsidence","sadness",0.297,"hundimiento",-0.297,0,-0.297
"7532","setback","sadness",0.297,"retrasar",-0.297,0,-0.297
"7533","toocold","sadness",0.297,"muy frío",-0.297,0,-0.297
"7534","incase","sadness",0.297,"en caso",-0.297,0,-0.297
"7535","hermit","sadness",0.296,"ermitaño",-0.296,0,-0.296
"7536","moving","sadness",0.295,"moviente",-0.295,0,-0.295
"7537","shrink","sadness",0.295,"encogerse",-0.295,0,-0.295
"7538","shiver","sadness",0.291,"temblar",-0.291,0,-0.291
"7539","constraint","sadness",0.288,"restricción",-0.288,0,-0.288
"7540","unimportant","sadness",0.288,"sin importancia",-0.288,0,-0.288
"7541","tramp","sadness",0.288,"vagabundo",-0.288,0,-0.288
"7542","rubble","sadness",0.282,"escombros",-0.282,0,-0.282
"7543","down","sadness",0.281,"abajo",-0.281,0,-0.281
"7544","taint","sadness",0.281,"mancha",-0.281,0,-0.281
"7545","flop","sadness",0.281,"fracaso",-0.281,0,-0.281
"7546","wearily","sadness",0.281,"con cansancio",-0.281,0,-0.281
"7547","overdue","sadness",0.281,"atrasado",-0.281,0,-0.281
"7548","excluding","sadness",0.281,"excluyendo",-0.281,0,-0.281
"7549","confession","sadness",0.281,"confesión",-0.281,0,-0.281
"7550","grey","sadness",0.281,"gris",-0.281,0,-0.281
"7551","senseless","sadness",0.281,"sin sentido",-0.281,0,-0.281
"7552","unseat","sadness",0.281,"estar a pie",-0.281,0,-0.281
"7553","remove","sadness",0.281,"retirar",-0.281,0,-0.281
"7554","revoke","sadness",0.281,"revocar",-0.281,0,-0.281
"7555","shortage","sadness",0.281,"escasez",-0.281,0,-0.281
"7556","apathy","sadness",0.281,"apatía",-0.281,0,-0.281
"7557","adverse","sadness",0.281,"adverso",-0.281,0,-0.281
"7558","negro","sadness",0.281,"negro",-0.281,0,-0.281
"7559","timid","sadness",0.281,"tímido",-0.281,0,-0.281
"7560","flinch","sadness",0.281,"retroceder",-0.281,0,-0.281
"7561","scrapie","sadness",0.281,"tembladera",-0.281,0,-0.281
"7562","grumpy","sadness",0.281,"gruñón",-0.281,0,-0.281
"7563","knell","sadness",0.275,"toque de difuntos",-0.275,0,-0.275
"7564","throb","sadness",0.273,"palpitar",-0.273,0,-0.273
"7565","confusion","sadness",0.273,"confusión",-0.273,0,-0.273
"7566","soldier","sadness",0.273,"soldado",-0.273,0,-0.273
"7567","jurisprudence","sadness",0.273,"jurisprudencia",-0.273,0,-0.273
"7568","humbled","sadness",0.273,"humillado",-0.273,0,-0.273
"7569","gray","sadness",0.269,"gris",-0.269,0,-0.269
"7570","lax","sadness",0.266,"flojo",-0.266,0,-0.266
"7571","mixedemotions","sadness",0.266,"emociones mezcladas",-0.266,0,-0.266
"7572","obstacle","sadness",0.266,"obstáculo",-0.266,0,-0.266
"7573","slur","sadness",0.266,"calumnia",-0.266,0,-0.266
"7574","unrealistic","sadness",0.266,"poco realista",-0.266,0,-0.266
"7575","drifted","sadness",0.266,"desviado",-0.266,0,-0.266
"7576","leaving","sadness",0.266,"partida",-0.266,0,-0.266
"7577","shack","sadness",0.266,"choza",-0.266,0,-0.266
"7578","eternity","sadness",0.266,"eternidad",-0.266,0,-0.266
"7579","remiss","sadness",0.266,"descuidado",-0.266,0,-0.266
"7580","inconvenient","sadness",0.263,"inconveniente",-0.263,0,-0.263
"7581","restrict","sadness",0.259,"restringir",-0.259,0,-0.259
"7582","misrepresentation","sadness",0.259,"tergiversación",-0.259,0,-0.259
"7583","stagnant","sadness",0.259,"estancado",-0.259,0,-0.259
"7584","disservice","sadness",0.258,"deservicio",-0.258,0,-0.258
"7585","wilderness","sadness",0.255,"desierto",-0.255,0,-0.255
"7586","nosun","sadness",0.255,"nosun",-0.255,0,-0.255
"7587","backwater","sadness",0.255,"remanso",-0.255,0,-0.255
"7588","tempest","sadness",0.25,"tempestad",-0.25,0,-0.25
"7589","pine","sadness",0.25,"pino",-0.25,0,-0.25
"7590","humbug","sadness",0.25,"farsante",-0.25,0,-0.25
"7591","bang","sadness",0.25,"estallido",-0.25,0,-0.25
"7592","speculation","sadness",0.25,"especulación",-0.25,0,-0.25
"7593","labored","sadness",0.25,"trabajado",-0.25,0,-0.25
"7594","incomplete","sadness",0.25,"incompleto",-0.25,0,-0.25
"7595","gullible","sadness",0.25,"crédulo",-0.25,0,-0.25
"7596","undying","sadness",0.25,"eterno",-0.25,0,-0.25
"7597","anchorage","sadness",0.25,"anclaje",-0.25,0,-0.25
"7598","unexplained","sadness",0.25,"inexplicable",-0.25,0,-0.25
"7599","error","sadness",0.25,"error",-0.25,0,-0.25
"7600","wasteful","sadness",0.25,"antieconómico",-0.25,0,-0.25
"7601","communism","sadness",0.25,"comunismo",-0.25,0,-0.25
"7602","uneducated","sadness",0.25,"deseducado",-0.25,0,-0.25
"7603","melodrama","sadness",0.242,"melodrama",-0.242,0,-0.242
"7604","demonstrative","sadness",0.242,"demostrativo",-0.242,0,-0.242
"7605","rainyday","sadness",0.242,"día lluvioso",-0.242,0,-0.242
"7606","necessity","sadness",0.236,"necesidad",-0.236,0,-0.236
"7607","boredom","sadness",0.235,"aburrimiento",-0.235,0,-0.235
"7608","foggy","sadness",0.234,"nublado",-0.234,0,-0.234
"7609","sentence","sadness",0.234,"frase",-0.234,0,-0.234
"7610","misty","sadness",0.234,"brumoso",-0.234,0,-0.234
"7611","cancel","sadness",0.234,"cancelar",-0.234,0,-0.234
"7612","void","sadness",0.234,"vacío",-0.234,0,-0.234
"7613","cloudy","sadness",0.234,"nuboso",-0.234,0,-0.234
"7614","blockade","sadness",0.234,"bloqueo",-0.234,0,-0.234
"7615","pale","sadness",0.234,"pálido",-0.234,0,-0.234
"7616","trash","sadness",0.234,"basura",-0.234,0,-0.234
"7617","uninteresting","sadness",0.234,"poco interesante",-0.234,0,-0.234
"7618","hollow","sadness",0.234,"hueco",-0.234,0,-0.234
"7619","healing","sadness",0.234,"cicatrización",-0.234,0,-0.234
"7620","depart","sadness",0.234,"salir",-0.234,0,-0.234
"7621","burke","sadness",0.234,"burke",-0.234,0,-0.234
"7622","warp","sadness",0.234,"deformación",-0.234,0,-0.234
"7623","case","sadness",0.228,"caso",-0.228,0,-0.228
"7624","rainy","sadness",0.227,"lluvioso",-0.227,0,-0.227
"7625","uninterested","sadness",0.223,"desinteresado",-0.223,0,-0.223
"7626","onerous","sadness",0.223,"oneroso",-0.223,0,-0.223
"7627","bottom","sadness",0.223,"abajo",-0.223,0,-0.223
"7628","fasting","sadness",0.22,"ayuno",-0.22,0,-0.22
"7629","boooo","sadness",0.219,"boooo",-0.219,0,-0.219
"7630","dole","sadness",0.219,"limosna",-0.219,0,-0.219
"7631","pious","sadness",0.219,"piadoso",-0.219,0,-0.219
"7632","indifference","sadness",0.219,"indiferencia",-0.219,0,-0.219
"7633","coping","sadness",0.219,"albardilla",-0.219,0,-0.219
"7634","discolored","sadness",0.219,"descolorado",-0.219,0,-0.219
"7635","thirst","sadness",0.219,"sed",-0.219,0,-0.219
"7636","blunder","sadness",0.219,"torpeza",-0.219,0,-0.219
"7637","cocaine","sadness",0.218,"cocaína",-0.218,0,-0.218
"7638","tough","sadness",0.212,"pese",-0.212,0,-0.212
"7639","revolution","sadness",0.203,"revolución",-0.203,0,-0.203
